,movieId,title,year,genre__(no genres listed),genre__Action,genre__Adventure,genre__Animation,genre__Children,genre__Comedy,genre__Crime,genre__Documentary,genre__Drama,genre__Fantasy,genre__Film-Noir,genre__Horror,genre__IMAX,genre__Musical,genre__Mystery,genre__Romance,genre__Sci-Fi,genre__Thriller,genre__War,genre__Western
10002,32902,Whisky,2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10004,32914,Carrie,2002,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0
10006,32923,Frankenfish,2004,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,5,0,0
10007,32925,Who's Your Daddy?,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10008,32928,Control,2004,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0
10009,32935,Evil Remains (Trespassing),2004,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10020,32979,Alexandra's Project,2003,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
10021,32988,Clean,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10022,32994,"Delicate Art of Parking, The",2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,33004,"Hitchhiker's Guide to the Galaxy, The",2005,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10026,33008,King's Game (Kongekabale),2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10027,33019,Barefoot (Barfuss),2005,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10034,33081,Love Comes Softly,2003,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3
10035,33085,"Amityville Horror, The",2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10036,33090,Mutant Aliens,2001,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10037,33092,Acts of Worship ,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10038,33098,Ike: Countdown to D-Day,2004,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
10044,33124,Before the Fall (NaPolA - Elite für den Führer),2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
10046,33129,Onmyoji (Onmyoji: The Yin Yang Master),2001,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0
10047,33132,State Property 2,2005,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
10048,33134,"Year of the Yao, The",2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10049,33136,House of D,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10050,33138,Palindromes,2004,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10051,33140,Down and Derby,2005,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10053,33145,"Lot Like Love, A",2005,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10054,33148,King's Ransom,2005,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10055,33150,"Game of Their Lives, The",2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10056,33152,Madison,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10057,33154,Enron: The Smartest Guys in the Room,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10058,33158,xXx: State of the Union,2005,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
10059,33160,Death of a Dynasty,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10060,33162,Kingdom of Heaven,2005,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0
10061,33164,House of Wax,2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10062,33166,Crash,2004,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
10063,33168,Jiminy Glick in La La Wood,2004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10064,33171,Mysterious Skin,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
10081,33270,"Taste of Tea, The (Cha no aji)",2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10085,33296,Buying the Cow,2002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10086,33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10089,33318,In the Time of the Butterflies,2001,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
10092,33330,Edges of the Lord,2001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
10094,33342,"Fearless Freaks, The",2005,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
10095,33358,Off the Map,2003,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10096,33363,Unconscious (Inconscientes),2004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
10097,33376,"Tesseract, The",2003,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
10098,33380,25 Watts,2001,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10103,33410,Crackerjack,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,33415,Solino,2002,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10105,33421,Dear Wendy,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10107,33426,9 Souls (Nain souruzu),2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10108,33435,Los Angeles Plays Itself,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10109,33437,Unleashed (Danny the Dog),2005,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
10116,33487,Samaritan Girl (Samaria),2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10117,33493,Star Wars: Episode III - Revenge of the Sith,2005,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10118,33495,Kicking & Screaming,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10119,33499,Monster-in-Law,2005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10122,33533,Vodka Lemon,2003,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10123,33539,Deep Blue,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10125,33558,"Snow Walker, The",2003,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10129,33581,Bad Boy (Dawg),2002,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10130,33585,9 Songs,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10132,33592,Bad Guy (Nabbeun namja),2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10133,33603,Simon,2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10136,33615,Madagascar,2005,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10137,33621,Somersault,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10140,33639,Mad Hot Ballroom,2005,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10141,33641,Tell Them Who You Are,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10142,33644,Dominion: Prequel to the Exorcist,2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10143,33646,"Longest Yard, The",2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10144,33649,Saving Face,2004,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10146,33660,Cinderella Man,2005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10147,33669,"Sisterhood of the Traveling Pants, The",2005,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10148,33672,Lords of Dogtown,2005,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10149,33675,After You (Après vous...),2003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10150,33677,Rock School,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10151,33679,Mr. & Mrs. Smith,2005,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10152,33681,"Adventures of Sharkboy and Lavagirl 3-D, The",2005,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
10153,33683,High Tension (Haute tension) (Switchblade Romance),2003,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10154,33685,"Honeymooners, The",2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10155,33688,Parineeta,2005,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0
10157,33722,Ladies in Lavender,2004,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10158,33725,It's All Gone Pete Tong,2004,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0
10161,33750,Innocent Voices (Voces inocentes),2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
10164,33762,Dirty Filthy Love,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10169,33794,Batman Begins,2005,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
10170,33799,Aragami,2003,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
10171,33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),2004,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
10172,33808,Kings & Queen (Rois et reine),2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10173,33815,"Perfect Man, The",2005,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10174,33817,My Summer of Love,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10175,33819,Heights,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10176,33821,"Deal, The",2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10177,33823,"Bridge of San Luis Rey, The",2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10178,33826,Saint Ralph,2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10179,33830,Herbie: Fully Loaded,2005,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
10180,33832,Yes,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10181,33834,Land of the Dead,2005,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
10182,33836,Bewitched,2005,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
10183,33838,Rize,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10184,33844,Exiles (Exils),2004,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10185,33847,Home Movie,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10189,33880,Me and You and Everyone We Know,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10190,33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",2004,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
10191,33896,3 Extremes (Three... Extremes) (Saam gaang yi),2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10192,33898,Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants),2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10193,33901,Satan's Little Helper,2004,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
10194,33903,"Edukators, The (Die Fetten Jahre sind vorbei)",2004,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,4,0,0,0,0
10199,33919,Coronado,2003,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10200,33921,Retrogade,2004,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10201,33928,Trekkies 2,2004,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
10202,33930,Man with the Screaming Brain,2005,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10216,34004,Desert Saints,2002,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10217,34008,Caterina in the Big City (Caterina va in città),2003,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10221,34032,Modigliani,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10223,34045,"I Inside, The",2004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0
10224,34048,War of the Worlds,2005,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
10229,34072,"March of the Penguins (Marche de l'empereur, La)",2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10230,34076,Right Now (À tout de suite),2004,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0
10232,34111,"God Who Wasn't There, The",2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10233,34129,Rebound,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10234,34135,Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi),2003,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10236,34143,Dark Water,2005,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0
10237,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10238,34150,Fantastic Four,2005,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10239,34153,Murderball,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10240,34155,Saraband,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10241,34158,Julie Johnson,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10242,34162,Wedding Crashers,2005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10243,34164,Happy Endings,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10249,34198,Russian Dolls (Les poupées russes),2005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10252,34216,Rick,2003,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10256,34231,Fighter in the Wind,2004,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10257,34234,Pornography (Pornografia),2003,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0
10258,34238,Symmetry (Symetria),2003,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
10259,34240,"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem)",2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10261,34271,Hustle & Flow,2005,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
10265,34312,"Calcium Kid, The",2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10266,34314,Funny Ha Ha,2002,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10267,34319,"Island, The",2005,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
10268,34321,Bad News Bears,2005,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10269,34323,"Devil's Rejects, The",2005,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
10270,34326,Last Days,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10271,34330,November,2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
10272,34332,Sky High,2005,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10273,34334,Stealth,2005,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
10274,34336,Must Love Dogs,2005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10275,34338,"Aristocrats, The",2005,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10282,34375,"Touch of Spice, A (Politiki kouzina)",2003,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10284,34386,Phone (Pon),2002,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,5,5,0,0
10285,34397,"Order, The",2001,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
10286,34405,Serenity,2005,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10287,34411,End of Suburbia: Oil Depletion and the Collapse of the American Dream,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10289,34426,"Talent Given Us, The",2004,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10291,34437,Broken Flowers,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10299,34499,"Heart Is Deceitful Above All Things, The",2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10301,34511,Man-Thing,2005,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
10303,34520,"Dukes of Hazzard, The",2005,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10304,34523,The Chumscrubber,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10305,34526,Secuestro Express,2004,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
10306,34528,Junebug,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10307,34530,Deuce Bigalow: European Gigolo,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10308,34532,"Skeleton Key, The",2005,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0
10309,34534,Four Brothers,2005,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
10310,34536,The Great Raid,2005,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
10311,34538,Asylum,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
10312,34540,Pretty Persuasion,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10313,34542,Grizzly Man,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10315,34552,"Girl in the Café, The",2005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10316,34579,"24th Day, The",2004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
10322,34648,Acacia,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10323,34659,She Creature (Mermaid Chronicles Part 1: She Creature),2001,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0
10324,34666,Attila (Attila the Hun),2001,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
10326,34729,One Point O,2004,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0
10327,34767,My Date with Drew,2004,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0
10329,34811,Pusher II: With Blood on My Hands,2004,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0
10331,35015,Duma,2005,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10333,35082,Lila Says (Lila dit ça),2004,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0
10337,35618,"Third Wheel, The",2002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10338,35629,"Sea, The (Hafið)",2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10341,35681,Koti-ikävä,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10345,35826,Do Fish Do It? (Fickende Fische),2002,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10346,35828,Black,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10347,35836,"40-Year-Old Virgin, The",2005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10348,35843,Who Killed Bambi? (Qui a tué Bambi?),2003,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
10350,35906,Toolbox Murders,2004,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
10351,35957,Red Eye,2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10352,36046,Lightning Bug,2004,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0
10354,36083,Main Hoon Na,2004,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
10357,36247,Miss Sweden (Fröken Sverige),2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10359,36276,Hidden (a.k.a. Cache) (Caché),2005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0
10363,36326,Strings,2004,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
10366,36392,Supercross,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10367,36397,Valiant,2005,0,0,6,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0
10368,36401,"Brothers Grimm, The",2005,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,4,0,0
10371,36436,"Holy Girl, The (Niña santa, La)",2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10372,36462,They Came Back (Les Revenants),2004,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10373,36477,"Baxter, The",2005,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10374,36509,"Cave, The",2005,0,6,6,0,0,0,0,0,0,0,0,6,0,0,6,0,6,6,0,0
10375,36511,Undiscovered,2005,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10376,36513,Dirty Deeds,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,36517,"Constant Gardener, The",2005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
10378,36519,Transporter 2,2005,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
10379,36523,Margaret Cho: Assassin,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10380,36525,Just Like Heaven,2005,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
10381,36527,Proof,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10382,36529,Lord of War,2005,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,5,0
10383,36531,Venom,2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10384,36533,Cry_Wolf (a.k.a. Cry Wolf),2005,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0
10385,36535,Everything Is Illuminated,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10386,36537,Thumbsucker,2005,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10387,36539,"Thing About My Folks, The",2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10388,36541,HellBent,2004,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
10389,36545,G,2002,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10394,36708,Family Guy Presents Stewie Griffin: The Untold Story,2005,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,36799,Sometimes in April,2005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
10398,36804,Bookies,2003,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,4,0,0
10403,36931,New Police Story (Xin jing cha gu shi),2004,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
10407,37240,Why We Fight,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10414,37380,Doom,2005,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
10415,37382,Domino,2005,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0
10416,37384,Waiting...,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,37386,Aeon Flux,2005,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10420,37475,"Unfinished Life, An",2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10421,37477,"Man, The",2005,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,37495,Survive Style 5+,2004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,0
10425,37653,Zozo,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10427,37689,16 Years of Alcohol,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10428,37720,"Exorcism of Emily Rose, The",2005,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0
10429,37727,Flightplan,2005,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
10430,37729,Corpse Bride,2005,0,0,0,5,0,5,0,0,0,5,0,0,0,5,0,5,0,0,0,0
10431,37731,Green Street Hooligans (a.k.a. Hooligans),2005,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
