,tconst,movieId,primaryTitle,startYear
11293,tt10083728,58904,Episode #1.93,2008
11294,tt0083735,102219,Perils of the Sentimental Swordsman,1982
11295,tt0083739,5935,Class of 1984,1982
11296,tt0083743,129751,La colmena,1982
11297,tt0083745,5936,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982
11298,tt0083767,3016,Creepshow,1982
11299,tt0083783,96255,On Top of the Whale,1982
11300,tt0083789,5937,Danton,1983
11301,tt0083791,2140,The Dark Crystal,1982
11302,tt0083798,2110,Dead Men Don't Wear Plaid,1982
11303,tt10083798,2110,Episode #1.51,2012
11304,tt0083806,5938,Deathtrap,1982
11305,tt10083806,5938,Episode #1.54,2012
11306,tt0083812,119055,Delitto sull'autostrada,1982
11307,tt10083812,119055,Episode #1.57,2012
11308,tt0083821,125944,"I, Desire",1982
11309,tt0083833,3543,Diner,1982
11310,tt0083851,3221,The Draughtsman's Contract,1982
11311,tt0083866,1097,E.T. the Extra-Terrestrial,1982
11312,tt10083866,1097,Episode #1.463,2014
11313,tt0083869,5940,Eating Raoul,1982
11314,tt0083883,126024,En rachâchant,1982
11315,tt0083885,6074,Endangered Species,1982
11316,tt0083888,6075,The Simple-Minded Murderer,1982
11317,tt10083888,6075,Episode #1.472,2014
11318,tt0083891,6076,Enigma,1982
11319,tt0083900,106046,The Escape Artist,1982
11320,tt10083900,106046,Episode #1.477,2014
11321,tt0083906,6843,Eureka,1983
11322,tt10083906,6843,Episode #1.479,2014
11323,tt0083907,4105,The Evil Dead,1981
11324,tt0083908,6077,Evil Under the Sun,1982
11325,tt10083908,6077,Episode #1.480,2014
11326,tt0083911,3047,Experience Preferred... But Not Essential,1982
11327,tt0083922,2068,Fanny and Alexander,1982
11328,tt10083922,2068,Episode #1.337,2019
11329,tt0083929,3210,Fast Times at Ridgemont High,1982
11330,tt0083931,116833,Son of the White Mare,1981
11331,tt0083941,6149,The Final Option,1982
11332,tt0083943,6078,Firefox,1982
11333,tt0083944,2403,First Blood,1982
11334,tt10083944,2403,Episode #1.3,2008
11335,tt0083946,2970,Fitzcarraldo,1982
11336,tt10083946,2970,Milletler Cemiyetine üye olusla ilgili islemler tamamlanmistir.,1998
11337,tt0083947,6079,Five Days One Summer,1982
11338,tt0083951,5038,The Flight of Dragons,1982
11339,tt0083960,6080,Forced Vengeance,1982
11340,tt10083960,6080,Episode #1.7,2008
11341,tt0083967,2757,Frances,1982
11342,tt0083972,1976,Friday the 13th Part III,1982
11343,tt10083972,1976,Trigger Creep,2019
11344,tt0083987,1293,Gandhi,1982
11345,tt0083996,6081,The Gendarme and the Gendarmettes,1982
11346,tt10083996,6081,Episode #1.18,2008
11347,tt0084021,1381,Grease 2,1982
11348,tt0084043,4858,Hail Columbia!,1982
11349,tt0084046,115604,The Chorus,1982
11350,tt10084046,115604,Episode #1.228,2009
11351,tt0084049,5658,Hanky Panky,1982
11352,tt0084058,7232,Heat and Dust,1983
11353,tt10084058,7232,I'll Howl for You: PSA,2000
11354,tt0084088,6084,Honkytonk Man,1982
11355,tt10084088,6084,Episode #1.469,2010
11356,tt0084090,5758,Horrorplanet,1981
11357,tt10084090,5758,Episode #1.470,2010
11358,tt0084099,6085,Human Highway,1982
11359,tt0084112,6086,"I, the Jury",1982
11360,tt10084112,6086,Stuck,2019
11361,tt0084116,1360,Identification of a Woman,1982
11362,tt10084116,1360,Radhika Apte RETURNS,2018
11363,tt0084117,6087,If You Could See What I Hear,1982
11364,tt0084133,5567,The Incubus,1981
11365,tt0084156,2659,It Came from Hollywood,1982
11366,tt10084156,2659,Episode #1.499,2010
11367,tt0084157,47860,Ivanhoe,1982
11368,tt0084164,83658,Jackpot 2,1982
11369,tt10084164,83658,Muñequita,1980
11370,tt0084171,6088,Jekyll and Hyde... Together Again,1982
11371,tt0084173,31047,Jinxed!,1982
11372,tt0084189,6089,The Jönsson Gang & Dynamite Harry,1982
11373,tt0084210,6090,Kiss Me Goodbye,1982
11374,tt0084228,6091,Labyrinth of Passion,1982
11375,tt0084234,6092,The Last American Virgin,1982
11376,tt10084234,6092,Episode #1.227,2015
11377,tt0084237,6093,The Last Unicorn,1982
11378,tt0084266,6095,Dragon Lord,1982
11379,tt10084266,6095,Episode #1.17,2015
11380,tt0084268,97915,Lookin' to Get Out,1982
11381,tt10084268,97915,Episode #1.18,2015
11382,tt0084284,103500,Macbeth,1983
11383,tt10084284,103500,Episode #1.22,2015
11384,tt0084287,43444,Made in Britain,1982
11385,tt0084293,6096,Making Love,1982
11386,tt0084296,4535,The Man from Snowy River,1982
11387,tt10084296,4535,Episode #1.27,2015
11388,tt0084298,6097,Manhattan Baby,1982
11389,tt10084298,6097,Episode #1.28,2015
11390,tt0084302,6098,The Marathon Family,1982
11391,tt10084302,6098,Episode #1.31,2015
11392,tt0084315,3592,The Masters of Time,1982
11393,tt0084316,6099,Megaforce,1982
11394,tt10084316,6099,Episode #1.37,2015
11395,tt0084329,6100,A Midsummer Night's Sex Comedy,1982
11396,tt0084335,6101,Missing,1982
11397,tt0084345,72850,My Friend Ivan Lapshin,1985
11398,tt0084351,6103,Monsignor,1982
11399,tt0084352,6104,Monty Python Live at the Hollywood Bowl,1982
11400,tt10084352,6104,The Ghost of Plankton/My Two Krabses,2019
11401,tt0084354,6105,Moonlighting,1982
11402,tt10084354,6105,Episode dated 25 March 2019,2019
11403,tt0084357,3085,The Living Dead Girl,1982
11404,tt0084358,80072,Deadly Circuit,1983
11405,tt10084358,80072,Kahi Kshan Premache,2019
11406,tt0084359,6106,Mother Lode,1982
11407,tt0084362,72035,Dimensions of Dialogue,1983
11408,tt10084362,72035,"Knock Knock, Who's There?/Pat Hearts Squid",2021
11409,tt0084370,921,My Favorite Year,1982
11410,tt10084370,921,Lighthouse Louie/Hiccup Plague,2020
11411,tt0084390,2512,The Ballad of Narayama,1983
11412,tt10084390,2512,Episode #6.8,2018
11413,tt0084395,3313,Class Reunion,1982
11414,tt0084412,2518,Night Shift,1982
11415,tt10084412,2518,Episode #1.656,1966
11416,tt0084422,6107,The Night of the Shooting Stars,1982
11417,tt10084422,6107,Deadwest Screams at Freaked!,2014
11418,tt0084423,6108,That Night in Varennes,1982
11419,tt0084424,99380,Warriors of the Wasteland,1983
11420,tt10084424,99380,Hidden Airs,2003
11421,tt0084434,4041,An Officer and a Gentleman,1982
11422,tt10084434,4041,The Point of No Return,2019
11423,tt0084438,122623,Oliver Twist,1982
11424,tt10084438,122623,Hemel Op Die Platteland,2006
11425,tt0084445,6109,One from the Heart,1981
11426,tt0084464,6110,Pandemonium,1982
11427,tt10084464,6110,"2, 4, 6, Greaaat",2019
11428,tt0084465,59905,The Prefab People,1982
11429,tt0084469,6111,Paradise,1982
11430,tt0084472,2256,Parasite,1982
11431,tt10084472,2256,La révolte,2019
11432,tt20084472,2256,Les allergies et les intolérances alimentaires,2019
11433,tt0084477,6112,Partners,1982
11434,tt0084479,127258,The Passerby,1982
11435,tt0084481,6113,Passion,1982
11436,tt0084485,2955,Penitentiary II,1982
11437,tt0084488,6114,Permanent Vacation,1980
11438,tt10084488,6114,Growing Up is Hard to Do,2019
11439,tt0084489,6115,Personal Best,1982
11440,tt0084503,1298,Pink Floyd: The Wall,1982
11441,tt0084504,6116,The Pirate Movie,1982
11442,tt10084504,6116,Access Hamptons,2019
11443,tt0084509,49817,The Plague Dogs,1982
11444,tt0084516,1994,Poltergeist,1982
11445,tt10084516,1994,I Kaini diathiki,1994
11446,tt0084522,3688,Porky's,1981
11447,tt10084522,3688,Épisode 426,2018
11448,tt0084538,6117,Privates on Parade,1983
11449,tt0084540,108214,The Prize of Peril,1983
11450,tt10084540,108214,...and with six Gurkhas,2019
11451,tt0084548,42152,Interrogation,1989
11452,tt10084548,42152,Mandy apo to Adamadia,1994
11453,tt0084549,6118,Blind Chance,1987
11454,tt0084555,6119,Santa Claus Is a Stinker,1982
11455,tt0084556,6120,Q: The Winged Serpent,1982
11456,tt0084565,6121,Querelle,1982
11457,tt0084586,93727,Human Lanterns,1982
11458,tt10084586,93727,Deadwest Screams at Scarecrows!,2015
11459,tt0084589,1150,The Return of Martin Guerre,1982
11460,tt0084591,32689,"Reuben, Reuben",1983
11461,tt0084594,102342,Descendant of the Sun,1983
11462,tt10084594,102342,Sike,1994
11463,tt0084597,6122,Richard Pryor: Live on the Sunset Strip,1982
11464,tt0084602,2410,Rocky III,1982
11465,tt0084628,6123,Sans Soleil,1983
11466,tt0084633,6124,Savannah Smiles,1982
11467,tt0084637,26459,The Scarlet Pimpernel,1982
11468,tt0084643,106824,Scissere,1982
11469,tt0084648,6125,The Secret Policeman's Other Ball,1982
11470,tt10084648,6125,To Mystirio tou gamou,1994
11471,tt0084649,2139,The Secret of NIMH,1982
11472,tt0084654,6126,Veronika Voss,1982
11473,tt10084654,6126,Deadwest Screams at Monster Dog!,2015
11474,tt0084666,103528,The Shadow Riders,1982
11475,tt0084671,102252,Legendary Weapons of China,1982
11476,tt0084674,84181,Ninja bugeicho momochi sandayu,1980
11477,tt10084674,84181,"David Dimbleby, Stacey Dooley, Henning Wehn",2019
11478,tt0084675,6127,Shoot the Moon,1982
11479,tt0084684,4986,Silent Rage,1982
11480,tt10084684,4986,Dwikhondito,2019
11481,tt0084690,6128,Six Pack,1982
11482,tt10084690,6128,Fred Kawano: Part 2,2019
11483,tt0084691,6129,Six Weeks,1982
11484,tt0084695,3938,The Slumber Party Massacre,1982
11485,tt0084701,91488,The Snowman,1982
11486,tt0084704,6130,The Soldier,1982
11487,tt10084704,6130,Pablo Marz,2019
11488,tt0084707,1096,Sophie's Choice,1982
11489,tt0084719,6132,The New York Ripper,1982
11490,tt0084723,3561,Stacy's Knights,1983
11491,tt0084725,6133,The State of Things,1982
11492,tt0084726,1374,Star Trek II: The Wrath of Khan,1982
11493,tt10084726,1374,Midnight Marathon,2019
11494,tt0084728,6134,Starstruck,1982
11495,tt10084728,6134,Épisode 150,2019
11496,tt0084732,6135,Still of the Night,1982
11497,tt10084732,6135,Workout Routine,2019
11498,tt0084737,6037,Summer Lovers,1982
11499,tt0084740,6136,El Sur,1983
11500,tt10084740,6136,Episode dated 12 January 2019,2019
11501,tt0084745,2668,Swamp Thing,1982
11502,tt0084747,121241,Sweeney Todd: The Demon Barber of Fleet Street,1982
11503,tt0084749,5898,The Sword and the Sorcerer,1982
11504,tt0084750,6137,Sword of the Valiant,1984
11505,tt0084756,6138,Tag: The Assassination Game,1982
11506,tt10084756,6138,Desempacando,2019
11507,tt0084764,72931,Tango,1981
11508,tt10084764,72931,Cheddi gang,2019
11509,tt0084776,6139,Tempest,1982
11510,tt10084776,6139,Baby Got Back,2019
11511,tt0084777,6140,Tenebrae,1982
11512,tt0084778,77342,"I Are You, You Am Me",1982
11513,tt10084778,77342,Panorama: Jamming to the Top,2018
11514,tt0084781,117460,Treasure of the Four Crowns,1983
11515,tt0084783,2104,Tex,1982
11516,tt0084784,32082,That Championship Season,1982
11517,tt10084784,32082,Tudo Dentro da Normalidade,2018
11518,tt0084786,6141,They Call Me Bruce,1982
11519,tt10084786,6141,Home Alone,2019
11520,tt0084787,2288,The Thing,1982
11521,tt0084788,4418,Things Are Tough All Over,1982
11522,tt10084788,4418,"Segretarie, una vita per il cinema",2019
11523,tt0084796,6142,Time Walker,1982
11524,tt10084796,6142,Episode dated 25 March 2010,2010
11525,tt0084805,4361,Tootsie,1982
11526,tt0084807,59888,Boat People,1982
11527,tt0084808,73194,Toute une nuit,1982
11528,tt10084808,73194,Episode #2.4,2019
11529,tt0084809,4929,The Toy,1982
11530,tt0084814,6143,Trail of the Pink Panther,1982
11531,tt10084814,6143,Episode #2.6,2019
11532,tt0084821,6144,La traviata,1982
11533,tt0084824,84829,Three Crowns of the Sailor,1983
11534,tt10084824,84829,Episode #2.9,2019
11535,tt0084827,2105,Tron,1982
11536,tt0084843,111407,Une Chambre en Ville,1982
11537,tt0084854,6145,Venom,1981
11538,tt10084854,6145,Somewhere,2019
11539,tt0084855,3068,The Verdict,1982
11540,tt0084861,50977,Vice Squad,1982
11541,tt0084865,1081,Victor/Victoria,1982
11542,tt0084867,89478,Vigilante,1982
11543,tt0084868,32840,Vincent,1982
11544,tt10084868,32840,Funeral,2018
11545,tt0084874,6146,Volver a empezar,1982
11546,tt10084874,6146,T'Was the Night Before,2019
11547,tt0084881,74271,Arcadia of My Youth,1982
11548,tt0084897,6147,The White Rose,1982
11549,tt0084898,774,Wend Kuuni,1982
11550,tt0084899,6148,White Dog,1982
11551,tt0084917,4280,The World According to Garp,1982
11552,tt0084920,6150,Wrong Is Right,1982
11553,tt10084920,6150,Episode dated 2 April 2019,2019
11554,tt0084923,68541,Wyjscie awaryjne,1982
11555,tt0084934,6151,The Road,1982
11556,tt10084934,6151,Fan Mail,2019
11557,tt0084935,6152,Yor: The Hunter from the Future,1983
11558,tt0084938,2255,Young Doctors in Love,1982
11559,tt10084938,2255,Toyota Hatchback,2019
11560,tt0084945,6153,Zapped!,1982
11561,tt0085101,73370,The Thorn Birds,1983
11562,tt0085106,121111,V,1983
11563,tt10085106,121111,Episode #13.5,2019
11564,tt0085121,6168,10 to Midnight,1983
11565,tt0085124,81660,1990: The Bronx Warriors,1982
11566,tt10085124,81660,Episode #1.11,2017
11567,tt0085125,90460,2019: After the Fall of New York,1983
11568,tt0085127,42946,Project A,1983
11569,tt0085134,119850,"Acapulco, prima spiaggia... a sinistra",1983
11570,tt10085134,119850,Episode dated 16 October 2018,2018
11571,tt0085141,109290,L'africain,1983
11572,tt0085154,5226,All the Right Moves,1983
11573,tt0085159,1323,Amityville 3-D,1983
11574,tt0085180,44653,L'Argent,1983
11575,tt0085183,97330,"Ator, the Fighting Eagle",1982
11576,tt0085210,26462,Bad Boys,1983
11577,tt10085210,26462,Episode #4.3,2019
11578,tt0085211,52995,The Prodigal Son,1981
11579,tt0085213,58812,Le Bal,1983
11580,tt0085218,26463,Barefoot Gen,1983
11581,tt10085218,26463,Episode #4.5,2019
11582,tt0085234,78235,Betrayal,1983
11583,tt0085244,2352,The Big Chill,1983
11584,tt10085244,2352,Capture,2017
11585,tt0085248,6169,The Black Stallion Returns,1983
11586,tt10085248,6169,A World Without Flame,2017
11587,tt0085255,26464,Blue Thunder,1983
11588,tt0085267,36711,Born in Flames,1983
11589,tt0085271,5054,Brainstorm,1983
11590,tt0085276,3584,Breathless,1983
11591,tt0085289,60237,Dog Day,1984
11592,tt0085297,32444,Carmen,1983
11593,tt0085318,77416,Chained Heat,1983
11594,tt10085318,77416,My lady of the Camellia,2019
11595,tt0085327,5720,Who Finds a Friend Finds a Treasure,1981
11596,tt0085328,122325,The Key,1983
11597,tt10085328,122325,Episode dated 8 September 1992,1992
11598,tt0085333,2517,Christine,1983
11599,tt0085334,2804,A Christmas Story,1983
11600,tt10085334,2804,The Path to Absolute Peace (Pilot),2019
11601,tt0085346,2241,Class,1983
11602,tt10085346,2241,Nothing But Teen Sex And Hunting,2019
11603,tt0085354,8448,The ComDads,1983
11604,tt10085354,8448,Episode dated 25 January 1993,1993
11605,tt0085356,105252,Conquest,1983
11606,tt10085356,105252,Last Call,2019
11607,tt0085363,101680,Copper Mountain,1983
11608,tt0085370,7490,Entre Nous,1983
11609,tt10085370,7490,Episode dated 26 March 1981,1981
11610,tt0085380,5158,Cross Creek,1983
11612,tt0085382,2121,Cujo,1983
11613,tt0085384,46604,Curse of the Pink Panther,1983
11614,tt10085384,46604,Maltraitance envers une aînée,2019
11615,tt0085387,26465,D.C. Cab,1983
11616,tt0085390,90958,Daffy Duck's Movie: Fantastic Island,1983
11617,tt10085390,90958,"I Love You Man, Just Not All Day Everyday",2019
11618,tt0085398,49754,Daniel,1983
11619,tt10085398,49754,14th Annual Oscar Wilde Awards,2019
11620,tt0085404,26467,The Day After,1983
11621,tt10085404,26467,Episode #1.3,2018
11622,tt0085407,2118,The Dead Zone,1983
11623,tt0085412,26468,Deal of the Century,1983
11624,tt0085426,6969,The Last Battle,1983
11625,tt10085426,6969,Episode #1.1437,1992
11626,tt0085438,118482,The Devil and Holy Water,1983
11627,tt10085438,118482,Episode dated 28 July 2016,2016
11628,tt0085448,71474,Down to the Cellar,1983
11629,tt10085448,71474,Avesso,2014
11630,tt0085450,26470,Doctor Detroit,1983
11631,tt10085450,26470,Episode dated 31 July 2017,2017
11632,tt0085461,8379,The Dresser,1983
11633,tt0085470,3846,Easy Money,1983
11634,tt0085474,26471,Eddie Murphy: Delirious,1983
11635,tt0085475,4589,Eddie and the Cruisers,1983
11636,tt0085478,8183,Educating Rita,1983
11637,tt10085478,8183,Bragging That You Did a Nice Thing,2019
11638,tt0085482,26472,El Norte,1983
11639,tt0085496,33021,Dark Habits,1983
11641,tt0085501,33253,Erendira,1983
11642,tt0085513,88417,Exposed,1983
11643,tt0085518,5734,Faces of Death II,1981
11644,tt0085533,70370,The Boys from Fengkuei,1983
11645,tt0085542,5041,Fire and Ice,1983
11646,tt10085542,5041,Odlazak,2019
11647,tt0085549,2942,Flashdance,1983
11648,tt0085551,120272,Get Crazy,1983
11649,tt0085599,94473,Sweet Bunch,1983
11650,tt0085601,118189,Go for It,1983
11651,tt0085603,69503,Going Berserk,1983
11652,tt0085615,6989,Gorky Park,1983
11653,tt0085622,6082,The Grey Fox,1982
11654,tt10085622,6082,Episode #1.52,2015
11655,tt0085627,108862,I guerrieri dell'anno 2072,1984
11656,tt0085635,94407,"That Day, on the Beach",1983
11657,tt0085636,1984,Halloween III: Season of the Witch,1982
11658,tt10085636,1984,Episode #1.57,2015
11659,tt0085640,6083,Hammett,1982
11660,tt10085640,6083,Episode #1.58,2015
11661,tt0085656,78721,Heart Like a Wheel,1983
11662,tt10085656,78721,Episode #1.504,2010
11663,tt0085678,53967,High Road to China,1983
11664,tt10085678,53967,Every Gas Station Ever,2019
11665,tt0085694,73641,The House on Sorority Row,1982
11666,tt10085694,73641,Episode #1.520,2010
11667,tt0085701,3550,The Hunger,1983
11668,tt0085739,98224,The Big Blonde,1983
11669,tt0085750,1389,Jaws 3-D,1983
11671,tt0085764,58760,Joysticks,1983
11673,tt0085780,6653,The Keep,1983
11674,tt10085780,6653,Episode #1.49,2008
11675,tt0085794,6001,The King of Comedy,1982
11677,tt0085807,81072,The Linnet,1982
11678,tt0085809,1289,Koyaanisqatsi,1982
11679,tt0085811,4275,Krull,1983
11680,tt0085816,71488,"The Pendulum, the Pit and Hope",1983
11682,tt0085838,26475,Lianna,1983
11683,tt10085838,26475,Episode #1.60,2008
11684,tt0085852,6094,Liquid Sky,1982
11685,tt10085852,6094,There is No Greg In Team,2015
11686,tt0085859,1238,Local Hero,1983
11687,tt0085862,4950,Lone Wolf McQuade,1983
11689,tt0085864,98560,Fearless Hyena 2,1983
11690,tt10085864,98560,Episode #1.483,2014
11691,tt0085867,106376,The Lords of Discipline,1983
11692,tt0085868,4204,Losin' It,1982
11693,tt10085868,4204,Episode #1.485,2014
11694,tt0085872,41706,The Loveless,1981
11695,tt10085872,41706,Episode #2.5,2018
11696,tt0085873,125359,Lovesick,1983
11697,tt0085878,87010,The Moon in the Gutter,1983
11698,tt10085878,87010,Kitchen Construction on Schedule,2018
11699,tt0085891,5100,The Man Who Loved Women,1983
11700,tt0085894,2111,The Man with Two Brains,1983
11701,tt10085894,2111,Offensio,2018
11702,tt0085919,3497,Max Dugan Returns,1983
11703,tt0085933,26476,Merry Christmas Mr. Lawrence,1983
11704,tt0085935,7133,Metalstorm: The Destruction of Jared-Syn,1983
11705,tt0085951,130040,The Boxer's Omen,1983
11706,tt0085959,6807,The Meaning of Life,1983
11707,tt0085966,86085,Berta's Motives,1984
11708,tt10085966,86085,Electric Daisy Carnival,2019
11709,tt0085968,101433,Moving Out,1983
11711,tt0085970,3591,Mr. Mom,1983
11712,tt10085970,3591,Deutschland in Europa - Vom Musterschüler zum Bremser?,2019
11713,tt0085977,87977,Murder in Coweta County,1983
11714,tt0085980,3331,My Tutor,1983
11715,tt10085980,3331,Episode dated 20 March 2019,2019
11716,tt0085991,127843,Antarctica,1983
11717,tt0085995,2795,National Lampoon's Vacation,1983
11718,tt0086005,3347,Never Cry Wolf,1983
11719,tt0086006,7573,Never Say Never Again,1983
11720,tt10086006,7573,Episode #1.230,2012
11721,tt0086011,101666,A Night in Heaven,1983
11722,tt0086014,2855,Nightmares,1983
11723,tt0086022,7759,Nostalghia,1983
11724,tt10086022,7759,Episode #1.6,2018
11725,tt0086034,7570,Octopussy,1983
11726,tt10086034,7570,Episode #1.236,2012
11727,tt0086036,6632,Of Unknown Origin,1983
11728,tt10086036,6632,Episode #1.238,2012
11729,tt0086058,7410,The Osterman Weekend,1983
11730,tt10086058,7410,Episode #1.64,2012
11731,tt0086066,2114,The Outsiders,1983
11732,tt10086066,2114,Episode #1.66,2012
11733,tt0086087,6241,Pauline at the Beach,1983
11734,tt0086102,58598,Phar Lap,1983
11735,tt10086102,58598,Episode #2.8,2018
11736,tt0086112,26479,The Pirates of Penzance,1983
11737,tt10086112,26479,Episode dated 20 March 1964,1964
11738,tt0086113,105135,The Pit,1981
11739,tt0086129,3689,Porky's II: The Next Day,1983
11740,tt0086135,26480,Atlantis Interceptors,1983
11741,tt0086136,32860,First Desires,1983
11742,tt10086136,32860,Episode #1.101,2008
11743,tt0086141,90495,Prisoners of the Lost Universe,1983
11744,tt0086143,3691,Private School,1983
11745,tt0086149,118091,Farewell,1983
11746,tt0086153,26481,First Name: Carmen,1983
11747,tt0086154,2902,Psycho II,1983
11748,tt10086154,2902,Episode #1.108,2008
11749,tt0086168,126002,Rage of Angels,1983
11750,tt0086190,1210,Star Wars: Episode VI - Return of the Jedi,1983
11751,tt10086190,1210,Episode #1.119,2008
11752,tt0086192,36752,Revenge of the Ninja,1983
11753,tt10086192,36752,Episode #1.120,2008
11754,tt0086194,5101,Richard Pryor... Here and Now,1983
11755,tt10086194,5101,Episode #1.121,2008
11756,tt0086197,1231,The Right Stuff,1983
11757,tt0086199,116289,Crime and Punishment,1983
11758,tt0086200,2915,Risky Business,1983
11759,tt10086200,2915,On Location - A Brush with Love,2019
11760,tt0086203,26483,Rock & Rule,1983
11761,tt0086205,5032,Romantic Comedy,1983
11762,tt0086213,26484,Sugar Cane Alley,1983
11763,tt0086216,26485,Rumble Fish,1983
11764,tt10086216,26485,Episode #1.2467,2018
11765,tt0086232,77204,Sahara,1983
11766,tt10086232,77204,Episode #1.2471,2018
11767,tt0086242,26486,The Makioka Sisters,1983
11768,tt10086242,26486,Episode #1.2476,2018
11769,tt0086244,84565,Legend of the Eight Samurai,1983
11770,tt10086244,84565,Episode #1.2477,2018
11771,tt0086250,4262,Scarface,1983
11772,tt10086250,4262,Episode #1.2479,2018
11773,tt0086251,8579,The Scarlet and the Black,1983
11774,tt0086263,113261,Screamtime,1983
11775,tt0086292,126186,The Sex and Violence Family Hour,1983
11776,tt10086292,126186,Folge 4,2013
11777,tt0086301,98761,Kids from Shaolin,1984
11778,tt0086303,33573,Tian shi zhuang xie,1983
11779,tt0086308,32518,Zu: Warriors from the Magic Mountain,1983
11780,tt0086312,4809,Silkwood,1983
11781,tt10086312,4809,"Zufall, Fügung, Schicksal - was bestimmt unser Leben?",2000
11782,tt0086320,3843,Sleepaway Camp,1983
11783,tt10086320,3843,Episode #2.12,2018
11784,tt0086325,5248,Smokey and the Bandit Part 3,1983
11785,tt0086336,2097,Something Wicked This Way Comes,1983
11786,tt10086336,2097,Folge 27,2015
11787,tt0086340,105236,Sorceress,1982
11788,tt10086340,105236,Episode #6.190,2017
11789,tt0086345,108597,Space Raiders,1983
11790,tt0086346,4987,Spacehunter: Adventures in the Forbidden Zone,1983
11791,tt10086346,4987,Episode #6.194,2017
11792,tt0086350,92593,Special Bulletin,1983
11793,tt10086350,92593,Episode #6.195,2017
11794,tt0086352,4807,Spring Break,1983
11795,tt10086352,4807,Episode #6.196,2017
11796,tt0086355,26487,Star 80,1983
11797,tt0086356,26488,The Star Chamber,1983
11798,tt0086357,108196,Starflight: The Plane That Couldn't Land,1983
11799,tt0086361,5694,Staying Alive,1983
11800,tt0086366,53873,Still Smokin,1983
11801,tt10086366,53873,Episode #5.203,2016
11802,tt0086369,86061,A Question of Silence,1982
11803,tt0086370,8823,The Sting II,1983
11804,tt10086370,8823,The Alaskan Hotel,2019
11805,tt0086373,5650,Strange Brew,1983
11806,tt0086374,26489,Strange Invaders,1983
11807,tt10086374,26489,Episode #5.204,2016
11808,tt0086377,48198,Streamers,1983
11809,tt0086379,26490,Stroker Ace,1983
11810,tt0086383,4957,Sudden Impact,1983
11811,tt0086393,2642,Superman III,1983
11812,tt0086397,5360,The Survivors,1983
11813,tt0086410,5861,Tales of Ordinary Madness,1981
11814,tt10086410,5861,I (Don't) Love U,2019
11815,tt0086423,2070,Tender Mercies,1983
11816,tt0086425,1958,Terms of Endearment,1983
11817,tt0086429,31035,Testament,1983
11818,tt0086443,4894,Timerider: The Adventure of Lyle Swann,1982
11819,tt0086450,26491,To Be or Not to Be,1983
11820,tt0086456,88979,The Little Girl Who Conquered Time,1983
11821,tt10086456,88979,The Superman Punch Felt Around the World,2019
11822,tt0086465,3039,Trading Places,1983
11823,tt0086484,84736,Tuareg: The Desert Warrior,1984
11824,tt10086484,84736,Episode dated 1 May 2019,2019
11825,tt20086484,84736,Episode #3.58,2010
11826,tt0086488,113974,Två killar och en tjej,1983
11827,tt10086488,113974,De Volta ao Passado,2009
11828,tt0086489,8148,Twice Upon a Time,1983
11829,tt0086491,26492,Twilight Zone: The Movie,1983
11830,tt0086494,8722,Two of a Kind,1983
11831,tt10086494,8722,Sweden Car and Boat Show,2013
11832,tt0086508,4353,Uncommon Valor,1983
11833,tt10086508,4353,Betrayal Legacy # 7,2019
11834,tt0086510,7480,Under Fire,1983
11835,tt10086510,7480,Jay Leno's Coal Truck & Packard,2013
11836,tt20086510,7480,Episode #2.1,2022
11837,tt0086525,6638,Valley Girl,1983
11838,tt0086541,6774,Videodrome,1983
11839,tt0086542,71606,Life Is a Bed of Roses,1983
11840,tt0086543,26493,The 4th Man,1983
11841,tt0086551,42938,Confidentially Yours,1983
11842,tt0086567,6979,WarGames,1983
11843,tt0086589,26494,Suburbia,1983
11844,tt0086605,98623,Winners & Sinners,1983
11845,tt0086606,84796,The Eight Diagram Pole Fighter,1984
11846,tt10086606,84796,Hate All U Want,2012
11847,tt0086607,102248,Holy Flame of the Martial World,1983
11848,tt0086610,91304,Xtro,1982
11849,tt10086610,91304,The Atheist,2012
11850,tt0086617,2919,The Year of Living Dangerously,1982
11851,tt0086618,26495,Yellowbeard,1983
11852,tt10086618,26495,War Whores,2012
11853,tt0086619,5012,Yentl,1983
11854,tt0086636,128677,Revenge of the Dead,1983
11855,tt10086636,128677,Debate político,2019
11856,tt0086637,7934,Zelig,1983
11857,tt0086643,6430,Ziggy Stardust and the Spiders from Mars,1979
11858,tt0086650,57706,À Nos Amours,1983
11859,tt10086650,57706,Mate Training,2018
11860,tt0086655,26496,One Deadly Summer,1983
11861,tt0086667,95517,The Barchester Chronicles,1982
11862,tt0086723,107410,Guest from the Future,1984
11863,tt0086823,121159,V: The Final Battle,1984
11864,tt0086837,2311,2010: The Year We Make Contact,1984
11865,tt0086850,120879,Acqua e sapone,1983
11866,tt10086850,120879,"Tong Zhanggui lun wei Shiliu Yi, Bao Daren huan du dong fang ye",2006
11867,tt0086855,126405,André and Wally B.,1984
11868,tt0086856,3070,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984
11869,tt10086856,3070,Episode #2.26,2018
11870,tt0086859,3206,Against All Odds,1984
11871,tt0086873,8610,All of Me,1984
11872,tt0086876,105490,Almost You,1984
11873,tt0086877,99815,Alphabet City,1984
11874,tt0086879,1225,Amadeus,1984
11875,tt0086890,69858,Love Unto Death,1984
